#id  z  band  RA  DEC  qso_mag  host_mag  sersic_index  reff_arcsec  reduced_chisq
093507.02-002643.1    0.995 R    143.779250000  -0.445312000   18.34   21.38  1.40  2.33  2.04
092513.07+025112.2    0.400 R    141.304496000   2.853395000   20.23   19.77  6.64  1.02 30.99
100514.77+005341.0    0.945 I    151.311546000   0.894736000   19.60   22.89  1.28  1.63  1.20
094342.06+000255.7    0.289 I    145.925289000   0.048808000   19.21   18.47  1.73  1.18  1.79
100514.77+005341.0    0.945 G    151.311546000   0.894736000   19.80   24.75  0.71  1.93  1.05
100517.02+005905.8    0.693 I    151.320944000   0.984953000   19.65   20.23  1.93  0.58  2.31
100519.40+030123.5    0.972 I    151.330843000   3.023220000   19.78   22.55  2.27  5.00  1.17
094047.83-001710.4    0.652 R    145.199321000  -0.286250000   19.34   20.95  1.71  0.69  1.16
100514.77+005341.0    0.945 R    151.311546000   0.894736000   19.50   23.63  1.37  1.93  1.08
091025.87+014058.0    0.759 R    137.607831000   1.682784000   18.61   21.92  1.58  1.30  1.09
094632.20+010926.0    0.298 G    146.634169000   1.157246000   21.70   20.43  4.87  0.76  1.12
100517.02+005905.8    0.693 G    151.320944000   0.984953000   20.17   21.87  2.52  0.40  1.19
094718.38+010035.6    0.862 I    146.826593000   1.009906000   18.95   21.10  0.77  2.70  1.46
100618.17+020521.7    0.613 I    151.575720000   2.089381000   21.34   21.55  0.95  0.49  1.08
100519.40+030123.5    0.972 G    151.330843000   3.023220000   19.97   22.80  1.85  5.00  1.13
100215.83-001056.1    0.353 I    150.565978000  -0.182255000   19.21   20.02  6.55  0.52  1.27
100340.58+032316.7    0.720 I    150.919095000   3.387998000   19.52   21.67  1.52  0.66  3.37
100638.33+011759.2    0.508 I    151.659745000   1.299783000   21.28   20.39  5.25  0.64  1.28
101104.39+005724.0    0.683 I    152.768315000   0.956683000   19.90   21.69  3.67  0.26  1.10
100517.02+005905.8    0.693 R    151.320944000   0.984953000   20.00   21.00  2.52  0.58  1.21
092500.06+005304.0    0.550 R    141.250255000   0.884457000   22.17   20.33  6.40  0.44  1.08
094342.06+000255.7    0.289 G    145.925289000   0.048808000   19.97   20.20  2.33  1.15  1.07
100618.17+020521.7    0.613 G    151.575720000   2.089381000   20.83   25.69  0.35  0.40  1.13
100638.33+011759.2    0.508 G    151.659745000   1.299783000   21.37   22.62  5.66  0.94  0.98
100519.40+030123.5    0.972 R    151.330843000   3.023220000   19.69   22.85  2.85  5.00  1.08
101104.39+005724.0    0.683 G    152.768315000   0.956683000   20.08   23.25  4.17  0.56  1.07
100618.17+020521.7    0.613 R    151.575720000   2.089381000   21.60   22.17  0.80  0.50  1.05
091157.55+014327.5    0.603 R    137.989798000   1.724318000   22.26   20.85  2.29  1.67  1.17
101104.39+005724.0    0.683 R    152.768315000   0.956683000   19.95   23.59  3.36  0.56  1.37
100638.33+011759.2    0.508 R    151.659745000   1.299783000   21.24   21.22  4.68  0.94  1.07
101152.36+012822.0    0.508 I    152.968193000   1.472788000   18.84   20.39  6.15  5.00  5.07
094718.38+010035.6    0.862 G    146.826593000   1.009906000   19.31   22.98  0.30  2.90  1.52
100125.46+005205.5    0.781 I    150.356119000   0.868199000   19.06   20.13  2.02  1.02  1.30
101317.59+000800.3    0.750 I    153.323295000   0.133440000   20.34   20.18  3.49  0.55  1.17
101609.65+014018.4    0.427 I    154.040213000   1.671803000   18.92   20.36  1.67  0.68  2.07
100552.24+025902.4    0.905 I    151.467703000   2.984004000   18.74   20.85  1.31  2.92  2.39
100215.83-001056.1    0.353 G    150.565978000  -0.182255000   19.41   20.79  7.00  0.80  1.31
101317.59+000800.3    0.750 G    153.323295000   0.133440000   19.91   22.43  4.09  0.85  1.02
101609.65+014018.4    0.427 G    154.040213000   1.671803000   18.98   22.48  2.27  0.98  0.94
101152.36+012822.0    0.508 G    152.968193000   1.472788000   19.01   21.90  6.74  4.79  1.51
100340.58+032316.7    0.720 G    150.919095000   3.387998000   19.71   24.34  2.11  0.95  1.16
113318.89-004112.0    0.511 I    173.328745000  -0.686692000   18.70   20.06  1.38  1.01  2.67
101609.65+014018.4    0.427 R    154.040213000   1.671803000   18.77   21.30  2.27  0.98  1.01
101317.59+000800.3    0.750 R    153.323295000   0.133440000   20.10   21.11  4.09  0.40  1.09
113416.81-001902.3    0.356 I    173.570044000  -0.317331000   20.56   18.88  1.80  0.48  1.70
100552.24+025902.4    0.905 G    151.467703000   2.984004000   19.00   23.33  0.71  3.22  1.08
094342.06+000255.7    0.289 R    145.925289000   0.048808000   19.71   18.94  2.33  1.27  1.17
113318.89-004112.0    0.511 G    173.328745000  -0.686692000   18.91   22.29  1.98  1.31  1.12
114916.74-004231.7    0.734 I    177.319789000  -0.708833000   19.42   20.41  4.43  0.60  1.54
094632.20+010926.0    0.298 R    146.634169000   1.157246000   23.23   19.02  5.57  0.60  1.15
113416.81-001902.3    0.356 G    173.570044000  -0.317331000   21.93   20.56  2.33  0.45  1.46
114916.74-004231.7    0.734 G    177.319789000  -0.708833000   19.21   22.45  5.03  0.90  1.23
113318.89-004112.0    0.511 R    173.328745000  -0.686692000   18.80   20.51  1.98  1.19  1.59
113416.81-001902.3    0.356 R    173.570044000  -0.317331000   21.03   19.26  2.40  0.43  1.78
114916.74-004231.7    0.734 R    177.319789000  -0.708833000   19.21   21.51  3.83  0.56  1.16
101152.36+012822.0    0.508 R    152.968193000   1.472788000   18.83   20.85  5.72  5.00  4.07
100125.46+005205.5    0.781 G    150.356119000   0.868199000   18.82   22.18  2.62  1.32  1.11
091503.91+042759.4    0.311 G    138.766303000   4.466514000   20.44   19.35  1.11  2.47  1.79
100215.83-001056.1    0.353 R    150.565978000  -0.182255000   19.19   20.25  6.35  0.82  1.41
115829.37+000818.1    0.961 I    179.622416000   0.138385000   18.78   22.26  5.89  3.31  1.31
100340.58+032316.7    0.720 R    150.919095000   3.387998000   19.60   23.05  2.12  0.73  1.32
120558.21+002252.9    0.923 I    181.492546000   0.381384000   18.82   20.27  7.00  0.16  2.85
094718.38+010035.6    0.862 R    146.826593000   1.009906000   19.07   22.27  0.30  3.00  1.17
120558.21+002252.9    0.923 G    181.492546000   0.381384000   18.58   22.76  7.00  0.46  1.17
120619.01-003959.5    0.675 I    181.579244000  -0.666532000   18.89   21.56  1.83  1.81  2.03
100552.24+025902.4    0.905 R    151.467703000   2.984004000   18.68   22.40  0.71  3.11  1.28
115829.37+000818.1    0.961 G    179.622416000   0.138385000   18.86   23.79  5.29  3.61  1.66
115458.18+013917.6    0.910 I    178.742423000   1.654892000   19.15   22.29  0.82  1.36  1.24
120558.21+002252.9    0.923 R    181.492546000   0.381384000   18.49   21.90  6.40  0.46  1.52
120619.01-003959.5    0.675 G    181.579244000  -0.666532000   18.94   22.87  1.23  2.11  1.44
115852.87-004301.9    0.983 I    179.720293000  -0.717216000   19.05   20.92  0.99  2.95  2.37
121015.28-010442.0    0.699 I    182.563696000  -1.078355000   19.81   22.69  6.09  5.00  1.34
100125.46+005205.5    0.781 R    150.356119000   0.868199000   18.86   21.25  2.62  1.32  1.13
115829.37+000818.1    0.961 R    179.622416000   0.138385000   18.62   23.70  5.30  3.61  1.23
121015.28-010442.0    0.699 G    182.563696000  -1.078355000   19.89   23.48  6.65  4.91  1.06
115852.87-004301.9    0.983 G    179.720293000  -0.717216000   20.20   22.36  1.59  3.03  1.17
120619.01-003959.5    0.675 R    181.579244000  -0.666532000   18.94   22.36  2.43  2.11  1.45
115458.18+013917.6    0.910 G    178.742423000   1.654892000   19.33   23.31  1.42  1.06  1.72
121015.28-010442.0    0.699 R    182.563696000  -1.078355000   19.81   24.36  5.78  5.00  1.28
121244.50-005741.2    0.937 I    183.185447000  -0.961461000   18.51   21.92  0.43  5.00  1.54
115852.87-004301.9    0.983 R    179.720293000  -0.717216000   19.36   22.22  0.47  3.25  2.31
121221.01+002448.0    0.433 I    183.087544000   0.413338000   18.77   20.24  0.32  1.22  1.49
121244.50-005741.2    0.937 G    183.185447000  -0.961461000   18.76   22.92  0.30  5.00  1.49
101609.89+001004.9    0.417 I    154.041237000   0.168035000   18.67   21.87  6.07  4.51  1.13
091503.91+042759.4    0.311 R    138.766303000   4.466514000   20.26   18.11  1.30  2.58  2.15
121758.96-020342.7    0.964 I    184.495706000  -2.061882000   18.85   21.18  1.72  0.68  1.28
121221.01+002448.0    0.433 G    183.087544000   0.413338000   18.94   21.78  0.92  1.38  1.20
121244.50-005741.2    0.937 R    183.185447000  -0.961461000   18.55   22.45  0.30  5.00  2.35
120505.26+005202.9    0.659 I    181.271918000   0.867492000   20.59   20.41  5.16  0.75  1.14
121747.38-015048.6    0.652 I    184.447424000  -1.846844000   18.44   21.52  0.60  4.08  1.26
121758.96-020342.7    0.964 G    184.495706000  -2.061882000   18.87   22.83  2.32  0.98  0.85
115458.18+013917.6    0.910 R    178.742423000   1.654892000   19.14   23.24  1.42  1.51  1.05
121747.38-015048.6    0.652 G    184.447424000  -1.846844000   18.50   21.88  0.33  3.81  1.60
121221.01+002448.0    0.433 R    183.087544000   0.413338000   18.84   20.58  0.36  1.22  1.44
121758.96-020342.7    0.964 R    184.495706000  -2.061882000   18.71   22.23  2.32  0.97  1.28
120948.90-005905.4    0.387 I    182.453763000  -0.984855000   19.90   19.76  1.94  0.47  1.51
115403.00+003154.0    0.448 I    178.512505000   0.531668000   21.16   18.92  2.09  0.86  2.15
122931.19+015248.0    0.770 I    187.379977000   1.880004000   19.79   19.75  7.00  0.11  1.62
122347.96-013303.9    0.508 I    185.949875000  -1.551093000   19.06   19.35  5.79  1.67  1.95
121747.38-015048.6    0.652 R    184.447424000  -1.846844000   18.48   22.24  0.49  4.33  1.12
121907.80-005609.2    0.639 I    184.782529000  -0.935892000   20.08   20.84  0.90  0.67  1.30
122535.42-002039.3    0.919 I    186.397588000  -0.344264000   19.97   21.65  3.60  0.67  1.15
122931.19+015248.0    0.770 G    187.379977000   1.880004000   19.34   22.57  7.00  0.41  1.07
123101.07+011844.9    0.839 I    187.754482000   1.312494000   19.53   22.30  0.30  4.73  1.73
121703.92+001624.6    0.457 I    184.266342000   0.273500000   18.98   20.35  1.18  0.44 79.46
122535.42-002039.3    0.919 G    186.397588000  -0.344264000   19.62   23.65  4.20  0.97  1.04
122347.96-013303.9    0.508 G    185.949875000  -1.551093000   18.82   21.41  5.36  1.97  1.50
121907.80-005609.2    0.639 G    184.782529000  -0.935892000   21.01   21.88  1.50  0.37  1.13
122931.19+015248.0    0.770 R    187.379977000   1.880004000   19.84   20.10  7.00  0.29  1.28
120505.26+005202.9    0.659 G    181.271918000   0.867492000   20.38   22.91  5.28  1.05  1.06
101609.89+001004.9    0.417 G    154.041237000   0.168035000   18.84   22.08  5.47  4.80  1.12
122535.42-002039.3    0.919 R    186.397588000  -0.344264000   19.87   23.21  3.00  0.97  0.98
123101.07+011844.9    0.839 G    187.754482000   1.312494000   19.43     -99  0.30  5.00 11.48
122432.07-012217.8    0.624 I    186.133632000  -1.371619000   18.71   20.29  2.03  0.92  1.36
122347.96-013303.9    0.508 R    185.949875000  -1.551093000   18.99   20.13  5.19  1.97  2.35
120948.90-005905.4    0.387 G    182.453763000  -0.984855000   20.37   20.72  2.54  0.21  1.24
123203.88-010720.0    0.896 I    188.016200000  -1.122228000   20.22   22.61  3.69  5.00  1.22
121033.30-011755.6    0.542 I    182.638788000  -1.298785000   19.64   20.18  3.35  1.38  1.33
123343.25+010807.1    0.951 I    188.430212000   1.135322000   19.85   21.73  0.84  0.77  1.74
123104.49+011228.4    0.402 I    187.768709000   1.207902000   19.77   19.62  1.30  1.21  2.79
121907.80-005609.2    0.639 R    184.782529000  -0.935892000   20.53   21.80  0.94  0.67  1.15
123203.88-010720.0    0.896 G    188.016200000  -1.122228000   19.94   23.81  3.09  5.00  1.02
123343.25+010807.1    0.951 G    188.430212000   1.135322000   19.89   23.16  1.44  0.58  1.29
123101.07+011844.9    0.839 R    187.754482000   1.312494000   19.39   20.97  0.90  4.43  9.36
124002.08+004954.4    0.619 I    190.008708000   0.831781000   19.69   21.35  1.69  0.30  1.07
123343.25+010807.1    0.951 R    188.430212000   1.135322000   19.66   22.49  1.42  1.07  1.10
123452.49-015955.6    0.328 I    188.718741000  -1.998803000   19.52   19.58  3.64  0.76 10.82
123203.88-010720.0    0.896 R    188.016200000  -1.122228000   20.07   23.39  3.09  5.00  0.99
121703.92+001624.6    0.457 G    184.266342000   0.273500000   19.15   22.16  1.77  0.60  3.41
122432.07-012217.8    0.624 G    186.133632000  -1.371619000   18.87   21.74  2.63  1.22  1.73
124002.08+004954.4    0.619 G    190.008708000   0.831781000   19.84   23.69  2.29  0.60  1.04
122043.21-013215.3    0.448 I    185.180045000  -1.537592000   19.33   20.06  3.50  0.36  2.05
123452.49-015955.6    0.328 G    188.718741000  -1.998803000   18.94   20.85  3.04  1.06  3.26
123126.76-015347.2    0.405 I    187.861535000  -1.896447000   19.45   18.84  7.00  0.51  3.13
124322.16+010347.9    0.722 I    190.842335000   1.063306000   18.70   20.91  0.66  0.75  1.49
123452.49-015955.6    0.328 R    188.718741000  -1.998803000   19.18   20.25  3.04  1.06  2.67
123104.49+011228.4    0.402 G    187.768709000   1.207902000   19.59   21.45  1.91  1.31  1.20
120505.26+005202.9    0.659 R    181.271918000   0.867492000   20.50   21.65  4.56  1.05  1.05
124002.08+004954.4    0.619 R    190.008708000   0.831781000   20.16   21.13  2.29  0.12  1.05
124322.16+010347.9    0.722 G    190.842335000   1.063306000   18.90   23.45  1.26  1.05  1.25
123126.76-015347.2    0.405 G    187.861535000  -1.896447000   19.95   20.51  7.00  0.33  1.07
125337.35-004809.5    0.427 I    193.405654000  -0.802663000   18.26   21.80  0.78  5.00  0.95
125550.30-001830.9    0.718 I    193.959608000  -0.308603000   17.63   21.39  1.00  5.00  1.01
124322.16+010347.9    0.722 R    190.842335000   1.063306000   18.66   22.02  1.26  1.05  1.52
134121.06-011614.3    0.876 I    205.337768000  -1.270654000   20.38   20.71  7.00  0.94  1.00
125337.35-004809.5    0.427 G    193.405654000  -0.802663000   18.33   22.71  1.38  4.73  1.32
123126.76-015347.2    0.405 R    187.861535000  -1.896447000   19.22   19.48  7.00  0.65  1.09
123104.49+011228.4    0.402 R    187.768709000   1.207902000   19.82   19.96  1.91  1.20  1.76
125550.30-001830.9    0.718 G    193.959608000  -0.308603000   17.51     -99  1.60  4.70 40.98
121033.30-011755.6    0.542 G    182.638788000  -1.298785000   19.64   22.33  3.24  1.68  1.09
120948.90-005905.4    0.387 R    182.453763000  -0.984855000   19.91   20.31  1.81  0.45  1.27
122406.29+004500.1    0.352 I    186.026234000   0.750053000   18.84   18.28  1.08  2.35  3.95
134121.06-011614.3    0.876 G    205.337768000  -1.270654000   20.08   24.64  6.94  0.80  1.03
101609.89+001004.9    0.417 R    154.041237000   0.168035000   18.75   21.72  5.47  4.81  1.12
125337.35-004809.5    0.427 R    193.405654000  -0.802663000   18.20   21.10  1.38  4.70  6.25
115403.00+003154.0    0.448 G    178.512505000   0.531668000   21.12   20.54  2.04  0.60  1.17
134150.40-005753.4    0.939 I    205.460011000  -0.964857000   19.38   21.87  2.44  5.00  1.19
125550.30-001830.9    0.718 R    193.959608000  -0.308603000   17.58   20.15  1.60  4.70 63.44
134244.52-020231.6    0.842 I    205.685528000  -2.042116000     -99   18.19  0.30  0.10  4.50
134318.45-005933.6    0.697 I    205.826899000  -0.992686000   18.64   20.48  7.00  0.41  1.53
134121.06-011614.3    0.876 R    205.337768000  -1.270654000   20.15   22.00  7.00  1.24  1.10
134150.40-005753.4    0.939 G    205.460011000  -0.964857000   19.41   22.96  2.70  5.00  1.03
134318.45-005933.6    0.697 G    205.826899000  -0.992686000   18.92   20.44  7.00  0.11 11.32
134244.52-020231.6    0.842 G    205.685528000  -2.042116000   18.13   21.78  0.31  0.10  1.69
125209.66-001553.4    0.814 I    193.040271000  -0.264845000   19.56   20.75  6.99  2.70  1.15
122432.07-012217.8    0.624 R    186.133632000  -1.371619000   18.83   20.96  2.63  0.78  1.28
122043.21-013215.3    0.448 G    185.180045000  -1.537592000   19.69   21.33  4.10  0.26  1.33
121703.92+001624.6    0.457 R    184.266342000   0.273500000   19.08   20.94  1.21  0.46 56.39
134323.65+001223.3    0.873 I    205.848573000   0.206491000   18.81   19.19  0.30  0.10  2.01
134150.40-005753.4    0.939 R    205.460011000  -0.964857000   19.30   22.39  1.84  5.00  1.50
134450.16-015843.0    0.958 I    206.209003000  -1.978626000   18.99   21.41  1.24  0.96  1.40
134318.45-005933.6    0.697 R    205.826899000  -0.992686000   18.63   21.34  7.00  0.71  1.79
134244.52-020231.6    0.842 R    205.685528000  -2.042116000   18.31   20.35  0.90  0.16  1.06
134732.13+011331.5    0.693 I    206.883885000   1.225425000   18.95   20.32  7.00  0.10  1.30
134748.09+011449.5    0.699 I    206.950397000   1.247100000   19.12   23.70  0.30  5.00  1.05
134450.16-015843.0    0.958 G    206.209003000  -1.978626000   19.23   22.69  1.84  1.26  1.59
125209.66-001553.4    0.814 G    193.040271000  -0.264845000   19.21   23.25  6.39  3.00  1.21
134323.65+001223.3    0.873 G    205.848573000   0.206491000   18.26   23.55  0.30  0.10  0.97
134732.13+011331.5    0.693 G    206.883885000   1.225425000   18.90   22.80  7.00  0.40  1.09
125148.29-002106.5    0.407 I    192.951242000  -0.351825000   18.71   21.69  0.51  0.56  1.07
134748.09+011449.5    0.699 G    206.950397000   1.247100000   19.22   23.57  0.30  5.00  0.70
134943.91+014007.3    0.742 I    207.432972000   1.668707000   27.47   18.96  0.67  0.10  3.48
134809.70-013847.1    0.897 I    207.040456000  -1.646444000   18.92   21.51  4.34  0.97  2.04
134450.16-015843.0    0.958 R    206.209003000  -1.978626000   18.91   22.52  1.84  1.26  1.24
134748.09+011449.5    0.699 R    206.950397000   1.247100000   19.19   23.42  0.30  5.00  0.86
134809.70-013847.1    0.897 G    207.040456000  -1.646444000   18.96   24.07  4.41  1.27  0.78
134943.91+014007.3    0.742 G    207.432972000   1.668707000   19.01   22.64  0.30  0.10  0.79
122406.29+004500.1    0.352 G    186.026234000   0.750053000   18.78   20.08  0.76  2.65  1.37
134732.13+011331.5    0.693 R    206.883885000   1.225425000   19.21   20.17  6.88  0.19  1.30
134323.65+001223.3    0.873 R    205.848573000   0.206491000   18.19   21.57  0.30  0.10  1.32
134809.70-013847.1    0.897 R    207.040456000  -1.646444000   18.80   22.31  4.94  1.27  1.12
125209.66-001553.4    0.814 R    193.040271000  -0.264845000   19.15   21.93  6.39  3.00  1.30
134943.91+014007.3    0.742 R    207.432972000   1.668707000   19.90   19.47  1.27  0.10  2.60
135138.31-021408.7    0.508 I    207.909662000  -2.235775000   19.16   20.53  7.00  0.34  1.14
135138.31-021408.7    0.508 G    207.909662000  -2.235775000   18.96   22.95  7.00  0.64  1.12
135138.31-021408.7    0.508 R    207.909662000  -2.235775000   19.14   21.72  7.00  0.64  1.01
134738.78-000211.1    0.323 I    206.911615000  -0.036426000   19.53   19.01  1.67  1.38 12.59
122043.21-013215.3    0.448 R    185.180045000  -1.537592000   19.68   20.29  4.10  0.22  1.36
121033.30-011755.6    0.542 R    182.638788000  -1.298785000   19.78   20.95  3.84  1.34  1.09
140051.23+012554.2    0.800 I    210.213471000   1.431748000   18.75   21.07  0.30  1.09  1.78
140124.31-001017.2    0.712 I    210.351292000  -0.171446000   20.42   21.22  2.77  0.57  1.12
140051.23+012554.2    0.800 G    210.213471000   1.431748000   18.54   21.28  0.90  0.79  2.98
140252.06-015258.0    0.402 I    210.716951000  -1.882805000   19.64   18.95  7.00  1.59  1.22
140156.13-021904.1    0.719 I    210.483914000  -2.317832000   18.52   21.68  0.30  1.04  1.68
135128.15-001016.9    0.524 I    207.867295000  -0.171382000   22.80   19.10  3.99  2.27  4.36
140051.23+012554.2    0.800 R    210.213471000   1.431748000   18.50   22.50  0.90  0.79  1.22
135525.65-005740.6    0.895 I    208.856906000  -0.961292000   19.58   21.22  6.97  3.80  1.26
140252.06-015258.0    0.402 G    210.716951000  -1.882805000   19.56   20.87  7.00  1.89  1.14
140124.31-001017.2    0.712 G    210.351292000  -0.171446000   20.27     -99  3.37  0.27  1.32
125148.29-002106.5    0.407 G    192.951242000  -0.351825000   18.65   24.37  0.30  0.48  1.11
140509.09-000652.4    0.992 I    211.287912000  -0.114582000   18.63   21.96  1.58  4.02  2.51
140156.13-021904.1    0.719 G    210.483914000  -2.317832000   18.65   23.20  0.90  1.34  1.13
140124.31-001017.2    0.712 R    210.351292000  -0.171446000   20.34   22.25  3.37  0.84  1.13
140252.06-015258.0    0.402 R    210.716951000  -1.882805000   19.57   19.54  7.00  1.89  1.18
140509.09-000652.4    0.992 G    211.287912000  -0.114582000   18.91   23.16  0.98  4.32  1.64
134738.78-000211.1    0.323 G    206.911615000  -0.036426000   19.65   20.46  1.07  1.62  8.23
140156.13-021904.1    0.719 R    210.483914000  -2.317832000   18.61   22.30  0.90  1.34  1.12
140614.86-012937.7    0.551 I    211.561945000  -1.493825000   18.34   20.47  0.67  0.66  2.34
140655.66+015712.8    0.427 I    211.731939000   1.953579000   18.30   19.19  3.19  0.48  1.31
140509.09-000652.4    0.992 R    211.287912000  -0.114582000   18.57   22.56  0.98  3.98  1.75
140152.79-022351.9    0.402 I    210.469960000  -2.397777000   20.60   19.00  0.90  0.83  1.32
115403.00+003154.0    0.448 R    178.512505000   0.531668000   22.87   19.31  2.69  0.67  2.35
140614.86-012937.7    0.551 G    211.561945000  -1.493825000   18.27   22.10  1.27  0.96  1.86
140655.66+015712.8    0.427 G    211.731939000   1.953579000   18.11   20.92  3.79  0.79  1.48
135525.65-005740.6    0.895 G    208.856906000  -0.961292000   19.43   23.08  6.37  3.66  1.36
135107.40-012127.2    0.961 I    207.780853000  -1.357583000   18.91   21.02  1.21  1.77  1.20
135128.15-001016.9    0.524 G    207.867295000  -0.171382000   24.91   21.47  3.47  2.57  1.26
140655.66+015712.8    0.427 R    211.731939000   1.953579000   18.16   19.68  3.67  0.41  1.34
122406.29+004500.1    0.352 R    186.026234000   0.750053000   18.80   18.87  0.89  2.46  1.88
140614.86-012937.7    0.551 R    211.561945000  -1.493825000   18.41   20.83  1.27  0.43  1.24
140152.79-022351.9    0.402 G    210.469960000  -2.397777000   21.74   20.88  0.86  0.81  1.04
141510.14-000710.7    0.499 I    213.792291000  -0.119645000   23.25   19.52  4.19  0.50  1.46
135247.67-010321.9    0.992 I    208.198663000  -1.056106000   18.91   21.98  0.38  1.09  1.30
134738.78-000211.1    0.323 R    206.911615000  -0.036426000   19.32   19.51  1.07  1.53 20.66
135831.38+010339.2    0.407 I    209.630773000   1.060915000   18.38   19.08  1.60  1.32  4.86
125148.29-002106.5    0.407 R    192.951242000  -0.351825000   19.26   19.56  0.35  0.26  1.20
135107.40-012127.2    0.961 G    207.780853000  -1.357583000   19.04   22.95  0.61  2.07  1.39
141352.98+523444.2    0.860 I    213.470790000  52.578962000   20.14   21.60  2.07  0.96  1.08
141510.14-000710.7    0.499 G    213.792291000  -0.119645000   23.85   21.57  4.79  0.45  1.11
140935.07-010446.6    0.639 I    212.396137000  -1.079626000   24.78   19.61  6.23  0.55 36.73
140026.38-001102.6    0.601 I    210.109923000  -0.184078000   19.34   22.79  0.85  0.73  2.13
140152.79-022351.9    0.402 R    210.469960000  -2.397777000   21.08   19.57  0.81  0.84  1.09
141545.66-004349.6    0.676 I    213.940287000  -0.730449000   21.48   20.26  3.93  0.45  1.20
135525.65-005740.6    0.895 R    208.856906000  -0.961292000   19.38   22.32  6.97  4.10  1.61
141644.36+012628.4    0.467 I    214.184874000   1.441231000   19.59   20.94  7.00  0.28  1.24
141352.98+523444.2    0.860 G    213.470790000  52.578962000   19.93   24.49  2.67  1.26  1.08
141910.21+435601.1    0.719 I    214.792581000  43.933642000   18.92   21.18  0.61  0.88  1.18
141545.66-004349.6    0.676 G    213.940287000  -0.730449000   22.59   22.56  4.53  0.48  1.09
141644.36+012628.4    0.467 G    214.184874000   1.441231000   19.81   23.25  6.72  0.58  1.15
141510.14-000710.7    0.499 R    213.792291000  -0.119645000   23.46   20.23  4.08  0.49  1.22
141910.21+435601.1    0.719 G    214.792581000  43.933642000   19.16   22.87  1.21  1.10  1.07
141545.66-004349.6    0.676 R    213.940287000  -0.730449000   21.92   21.32  4.53  0.57  1.10
141644.36+012628.4    0.467 R    214.184874000   1.441231000   19.90   21.62  7.00  0.58  1.27
141820.99+020418.4    0.400 I    214.587478000   2.071783000   20.27   18.68  5.11  0.95  1.70
141910.21+435601.1    0.719 R    214.792581000  43.933642000   19.07   22.06  0.82  0.87  1.05
141352.98+523444.2    0.860 R    213.470790000  52.578962000   19.94   22.81  2.67  1.09  1.06
135247.67-010321.9    0.992 G    208.198663000  -1.056106000   19.13   22.40  0.98  1.38  1.14
142124.64+423003.2    1.000 I    215.352689000  42.500892000   18.08   22.03  2.78  3.36  1.22
135831.38+010339.2    0.407 G    209.630773000   1.060915000   18.05     -99  2.20  1.02 13.87
140819.70-020238.5    0.580 I    212.082112000  -2.044054000   18.82   19.55  2.81  0.76  1.65
135107.40-012127.2    0.961 R    207.780853000  -1.357583000   18.84   24.84  0.61  1.78  1.49
141820.99+020418.4    0.400 G    214.587478000   2.071783000   19.82   20.89  4.85  1.25  1.08
142541.74+433119.3    0.985 I    216.423952000  43.522042000   18.49   22.16  1.08  4.90  1.30
142214.89+431357.4    0.323 I    215.562066000  43.232612000   19.05   19.35  0.99  1.05  1.88
140935.07-010446.6    0.639 G    212.396137000  -1.079626000   20.93   22.02  6.29  0.85  3.06
142124.64+423003.2    1.000 G    215.352689000  42.500892000   18.36   22.83  2.18  3.66  1.25
142322.27+443459.8    0.606 I    215.842818000  44.583288000   17.67   20.17  5.63  5.00  1.98
140026.38-001102.6    0.601 G    210.109923000  -0.184078000   19.78   24.52  0.57  1.02  1.12
135128.15-001016.9    0.524 R    207.867295000  -0.171382000   24.85   19.96  4.11  2.54  2.34
142136.13+444555.5    0.347 I    215.400556000  44.765443000   20.38   18.29  2.75  2.78  1.65
142541.74+433119.3    0.985 G    216.423952000  43.522042000   18.63   23.04  0.48  5.00  1.09
141820.99+020418.4    0.400 R    214.587478000   2.071783000   19.98   19.39  5.71  1.13  1.98
142214.89+431357.4    0.323 G    215.562066000  43.232612000   19.36   20.59  1.18  1.28  1.56
142322.27+443459.8    0.606 G    215.842818000  44.583288000   17.67   21.60  5.03  5.00  1.10
142124.64+423003.2    1.000 R    215.352689000  42.500892000   18.00   34.50  3.38  3.06  8.07
142541.74+433119.3    0.985 R    216.423952000  43.522042000   18.40   22.48  0.48  5.00  2.62
142322.27+443459.8    0.606 R    215.842818000  44.583288000   17.77   21.80  5.03  5.00  1.06
142214.89+431357.4    0.323 R    215.562066000  43.232612000   19.03   19.96  0.62  1.19  2.31
142136.13+444555.5    0.347 G    215.400556000  44.765443000   20.19   20.04  2.17  2.65  1.30
135831.38+010339.2    0.407 R    209.630773000   1.060915000   18.21   19.78  1.27  1.20  2.59
140935.07-010446.6    0.639 R    212.396137000  -1.079626000   21.52   20.57  6.83  0.82 54.30
135247.67-010321.9    0.992 R    208.198663000  -1.056106000   18.82   21.92  0.98  1.39  1.45
140819.70-020238.5    0.580 G    212.082112000  -2.044054000   18.66   22.86  3.29  1.06  1.02
142136.13+444555.5    0.347 R    215.400556000  44.765443000   20.30   18.85  3.35  2.94  2.45
143615.92-013247.4    0.527 I    219.066375000  -1.546520000   18.60   21.53  1.54  2.08  1.58
143743.18-021015.0    0.738 I    219.429948000  -2.170845000   18.93   22.65  7.00  1.05  1.16
143615.92-013247.4    0.527 G    219.066375000  -1.546520000   18.35   22.75  1.38  2.38  1.13
